group,ldpc_block,success,iterations,llr_min,llr_median_abs,llr_mean_abs,llr_max,hard_one_fraction
1,28,False,60,-40.26816431333769,40.00643831578529,39.95082475611377,40.1633640371525,0.44193989071038253
1,29,False,60,-40.27786687556055,40.00064595379005,39.94887790289412,40.16322313790143,0.43169398907103823
1,30,False,60,-40.31570765618315,40.003203455654194,39.95161191342426,40.16509263331157,0.42827868852459017
1,31,False,60,-40.30882669738917,40.00187295299148,39.95053914600725,40.17048207829047,0.4228142076502732
1,32,False,60,-40.30612485089221,40.00717488779911,39.953681739048626,40.15754622645972,0.44808743169398907
1,33,False,60,-40.29793974378018,40.006614524652235,39.949830159764396,40.16291732035811,0.42213114754098363
1,34,False,60,-40.29465660095112,40.00236881647215,39.950977705972015,40.16046701190264,0.421448087431694
1,35,False,60,-40.31472023687465,40.00414318444581,39.950125624215026,40.16216906000017,0.43579234972677594
2,1,False,60,-40.26540574196837,40.001921597365154,39.943687763337756,40.15898342996775,0.4180327868852459
2,2,False,60,-40.23092631260952,40.00043991517484,39.94372172658158,40.162019981033474,0.41120218579234974
2,3,False,60,-40.206401535679724,40.0027604745481,39.94507757364821,40.19388075400578,0.42896174863387976
2,4,False,60,-40.23858421914326,40.001691752126376,39.945871559045024,40.18900753449669,0.4296448087431694
2,5,False,60,-40.249980681246655,40.00012497187494,39.94339577309222,40.15936788780029,0.42008196721311475
2,6,False,60,-40.23536285276188,40.00356777655347,39.94403550966615,40.18253776356274,0.42827868852459017
2,7,False,60,-40.23163927954782,40.00095828887591,39.945571669957054,40.17674131895964,0.4426229508196721
2,8,False,60,-40.253269339406984,40.000455033683245,39.94359032716589,40.187474031387076,0.42691256830601093
2,9,False,60,-40.2522587650768,40.003248005741185,39.94468459448509,40.18517337451583,0.42691256830601093
2,10,False,60,-40.23771727577581,40.005197831281265,39.94582499786329,40.160245230043536,0.44603825136612024
2,11,False,60,-40.22381238180308,40.0045873303613,39.944409928341095,40.19230486360916,0.42349726775956287
2,12,False,60,-40.239163646725046,40.004844794792064,39.94586274988411,40.19074232060583,0.4412568306010929
2,13,False,60,-40.21953045903364,40.001843627603925,39.944924451525594,40.17634880609468,0.43579234972677594
2,14,False,60,-40.228851411927785,40.00710842941349,39.9463995521126,40.18926672494723,0.43169398907103823
2,15,False,60,-40.26247276205659,40.0038395484914,39.94536581123873,40.17967345525449,0.4385245901639344
2,16,False,60,-40.204426919556184,39.99860602705512,39.94466940907829,40.182490047673554,0.42691256830601093
2,17,False,60,-40.23682162868294,40.00311421546313,39.946381255170905,40.17335580827918,0.43101092896174864
2,18,False,60,-40.2418291694894,40.000762142396795,39.94424228397435,40.193803552840045,0.421448087431694
2,19,False,60,-40.235315135446086,40.00187003251733,39.94587087997134,40.17668455145793,0.44193989071038253
2,20,False,60,-40.22691734575182,40.00646554343961,39.944777084958325,40.18678927195577,0.430327868852459
2,21,False,60,-40.24364329349883,40.000309351279526,39.94477787870784,40.15913416342101,0.4228142076502732
2,22,False,60,-40.22679124854179,40.00063989893895,39.9445103724681,40.19143223574067,0.44193989071038253
2,23,False,60,-40.209461008484915,40.00051164514804,39.94401574949918,40.18848065738173,0.40915300546448086
2,24,False,60,-40.25493072789735,40.00207890132764,39.94528063704022,40.18441652685705,0.4255464480874317
2,25,False,60,-40.23816104084779,40.00122782189706,39.94549018483769,40.16238162966744,0.43579234972677594
2,26,False,60,-40.21926572766359,40.004742522729074,39.94603561021877,40.195250091103844,0.42418032786885246
2,27,False,60,-40.2522291042852,39.99976385354999,39.943821422332924,40.15952067873272,0.4262295081967213
2,28,False,60,-40.21352759756857,40.000318825829396,39.94454368342279,40.188817038770296,0.42418032786885246
2,29,False,60,-40.22912681533005,40.00471342505839,39.945582847238626,40.17934153826437,0.43920765027322406
2,30,False,60,-40.26475842278309,40.002974142013215,39.945637166519525,40.15917309507576,0.4173497267759563
2,31,False,60,-40.235919755484325,40.00212374167758,39.94465218672913,40.173655811822385,0.421448087431694
2,32,False,60,-40.229033447700175,40.002947686579745,39.94539569431814,40.16914971097591,0.4323770491803279
2,33,False,60,-40.23110924762337,39.99999284241771,39.94487432557747,40.17768507608111,0.4228142076502732
2,34,False,60,-40.268555056818876,40.00215163673593,39.94466429308096,40.18013661335208,0.421448087431694
2,35,False,60,-40.23114721388161,40.001320855409176,39.94539420739403,40.186133485780225,0.4344262295081967
3,1,False,60,-40.287352012631246,40.00582556319327,39.955387048080595,40.18778212643216,0.4385245901639344
3,2,False,60,-40.30817917908138,40.010456421142436,39.95578335011061,40.24277713617347,0.44193989071038253
3,3,False,60,-40.29438093261969,40.006833578445914,39.955897666411005,40.20446796803936,0.43169398907103823
3,4,False,60,-40.30257917885296,40.00307125483621,39.954672205326816,40.23880329256591,0.42827868852459017
3,5,False,60,-40.2556379204421,40.0046683439717,39.95483254452022,40.22951060122407,0.4228142076502732
3,6,False,60,-40.28872365809872,40.00605754488179,39.955052080184636,40.19704097379645,0.44808743169398907
3,7,False,60,-40.31380525927793,40.00202831753245,39.954178937500224,40.22285597655551,0.42213114754098363
3,8,False,60,-40.30184677754948,40.00487128990224,39.95328498619254,40.20592846229834,0.421448087431694
3,9,False,60,-40.3052488892376,40.003406370764125,39.955149488857344,40.23243574230827,0.43579234972677594
3,10,False,60,-40.292619198034906,40.007075174969074,39.95308850601635,40.240680197667054,0.4180327868852459
3,11,False,60,-40.28546509542504,40.00633314477132,39.95372138856188,40.21255938719132,0.41120218579234974
3,12,False,60,-40.29641345847167,40.001896833242114,39.9536347900265,40.18552610496783,0.42896174863387976
3,13,False,60,-40.28203797615662,40.00525836992262,39.95461365467289,40.2384896580102,0.4296448087431694
3,14,False,60,-40.27599444095962,40.005274086128836,39.95266088362894,40.208019210639044,0.42008196721311475
