ofdm_block,expected_pilot,known_pilot_coherence,known_pilot_nmse_after_scalar_gain,best_scalar_gain_magnitude,best_scalar_gain_phase_rad,band_rms
58,False,0.04054944552754933,0.9983557424674084,0.03756713212624135,0.4374922915883938,15.722419005595741
59,False,0.01797583931933686,0.9996768692007646,0.016656703084486666,-0.36489848310855755,15.7251975752786
60,True,0.9981311754777529,0.0037341565394004334,0.9247837958982068,-0.15134118549802877,15.723485873040149
61,False,0.04437767804465773,0.9980306216913643,0.04110851098340444,-1.488340795493298,15.720393582518891
62,False,0.049292243093132106,0.9975702747708473,0.04566926665462672,-2.745083742393397,15.723227566960995
63,False,0.01943916268639192,0.9996221189540511,0.018008148120742532,1.1410831250504814,15.721274244022265
64,False,0.0361610436480145,0.9986923789222854,0.0335024532106329,1.512686697122931,15.722872657470509
65,False,0.019240990938032828,0.9996297842677224,0.017829870219555104,-0.43941949419743914,15.725953633711311
66,False,0.055120326323323456,0.9969617496260096,0.0510662016873624,-2.390220094436313,15.722370273687455
67,False,0.01456953178162424,0.9997877287436642,0.01349864266325525,1.3590031257383133,15.723193151956345
68,False,0.06540464852189884,0.9957222319517259,0.060596090127707024,1.2404030897616831,15.72288473471903
69,False,0.007209706026355259,0.999948020139014,0.006679087408311408,2.2320377852931763,15.721566392716468
70,False,0.057070213415091706,0.9967429907407557,0.05287157472574054,0.2356652765459587,15.722043475952832
71,False,0.009421839897435743,0.9999112289329471,0.008729798421867375,-1.6946873271839822,15.724061702659341
72,False,0.03871295120322349,0.9985013074091363,0.03586712867430052,-3.07157816619919,15.723042001619286
73,False,0.011539009747918615,0.9998668512540373,0.010690780903707458,0.25301781231334697,15.723062214183015
74,False,0.02300264926701809,0.9994708781266987,0.021307945780191323,-1.19850864503918,15.720268857134206
75,False,0.039261752162435035,0.9984585148171358,0.036377109659451165,-1.2056090524862078,15.723700244703043
76,False,0.059292964264969855,0.996484344388673,0.05492500846779893,0.39567131721576687,15.720386292343067
77,False,0.03359016206379326,0.9988717010125282,0.03111443768357188,-2.9837005926334887,15.719766879654312
78,False,0.01193882903202629,0.9998574643613434,0.011062087799450426,-1.0320136787741203,15.72431053549267
79,False,0.030672627958477396,0.9990591898941208,0.028426421282237904,-0.0513797019825071,15.727780701996666
80,True,0.9981308672832723,0.0037347717763428446,0.9247518826605402,-0.15137099592281977,15.722948128212922
81,False,0.0483891831501736,0.9976584869540588,0.044835738841339824,1.8535145740806964,15.724334858472623
82,False,0.04293548057579335,0.9981565445077254,0.03977526454356623,2.770153559073252,15.721464246389104
83,False,0.019419623233965597,0.9996228782334509,0.01799323319991314,2.6787153276466036,15.724058566338755
84,False,0.022750807804682208,0.9994824007442349,0.02107866741569584,-2.8519573549509927,15.723259196041687
85,False,0.008357734482824288,0.9999301482743148,0.007742542032037266,1.0782492925205536,15.721401015722172
86,False,0.04477846434062427,0.9979948891312962,0.041481379295438915,0.09889730266585157,15.721002508519982
87,False,0.04158162833334145,0.9982709681851468,0.03852511221882058,0.18359067116410488,15.72311764850696
88,False,0.025847139828618467,0.9993319253626792,0.02394885740144514,0.4359161847834762,15.724199659242514
89,False,0.06904344351931065,0.995233002906996,0.06396732750221383,-0.6899043050379852,15.722876639620221
90,False,0.004841518503114482,0.999976559698584,0.004485796254414571,-2.8080841939175802,15.723679825545402
91,False,0.059600915096025206,0.9964477309197163,0.05522129924359853,-1.7932190945182622,15.723525760570395
92,False,0.025730668011299286,0.9993379327236929,0.023840956439025864,-3.127035584916454,15.724210776592592
93,False,0.05389548665045186,0.9970952765187102,0.04992670813090708,-0.33912860976327364,15.720877309368516
94,False,0.036098642623788375,0.9986968880007204,0.033447974040161275,-1.0830668558035967,15.724440062018653
95,False,0.01422243282553735,0.9997977224045231,0.013179998763800074,-2.577179964725026,15.726704340223854
96,False,0.009145634950882416,0.9999163573613454,0.008473334110083379,-2.9555991706099163,15.723047002888238
97,False,0.015185450190679642,0.9997694021025062,0.014069828756405896,1.0592628987108172,15.723795394453687
98,False,0.049666187782097845,0.997533269791194,0.04601580644258028,-1.4648001162583093,15.72325490496107
99,False,0.022563926702571263,0.9994908692117608,0.020907690228652985,-2.84311424453831,15.724890158885552
100,True,0.9981278998261759,0.003740695588588881,0.9248062480790168,-0.15144738545956327,15.723919215104463
101,False,0.02461879454136404,0.9993939149553294,0.022810022819662785,0.44676286900271445,15.723715590740499
102,False,0.014866535325631721,0.9997789861274128,0.013774308375699058,-1.029803185449007,15.723755366433503
103,False,0.037881738638256925,0.9985649738777435,0.03509664945564327,1.9679517360184589,15.722876331942974
104,False,0.013674963118572149,0.9998129953837056,0.012671263203328077,2.1063957542373863,15.72497603320785
105,False,0.02173131450869193,0.9995277499697245,0.0201339436634631,0.9063063336406934,15.723133277484887
106,False,0.036863890764668415,0.998641053557691,0.03415703547078388,-0.7710263763149879,15.72444204165414
107,False,0.042423766984706776,0.9982002239948273,0.039309276168960815,-2.715187791366945,15.72468890051767
108,False,0.06434296851252147,0.9958599824029967,0.05961917894143541,-3.1413477294517547,15.724655554886644
109,False,0.017575048987680895,0.9996911176530806,0.016284360845686595,1.60326004544664,15.72426726914264
110,False,0.04564600241701927,0.9979164424633459,0.04229122498026605,-1.537254464438304,15.723302134558226
111,False,0.0487871651274132,0.9976198125188308,0.04520470343657068,-0.6777840555612283,15.724407314774822
112,False,0.006022780887867794,0.9999637261103763,0.0055800562832794215,-2.9847254807869916,15.723084910192117
113,False,0.02494217533505577,0.9993778878895555,0.02310984044273786,0.34135045516106693,15.723848945507418
114,False,0.032859850411954876,0.9989202302309043,0.030446015318681283,1.7605706134469163,15.723930782679373
115,False,0.03652434348706458,0.9986659723328392,0.03384460819641013,-0.6328581590065082,15.72545848218237
116,False,0.05463419894998258,0.9970151043050933,0.05062184212975603,0.3438173529617362,15.72423801972487
117,False,0.004382972009222204,0.9999807895563662,0.004061105467359405,2.372690539008127,15.724317886811432
118,False,0.011119402085399223,0.9998763588972633,0.010302967477379327,2.8627732310387835,15.724510610150116
119,False,0.059239361642050216,0.9964906980322423,0.0548937127326813,0.8700964782342839,15.725645425685677
120,True,0.9981286576467181,0.0037391827843609136,0.9247441723368057,-0.15146091872763637,15.72285184149568
121,False,0.021559099916150227,0.9995352052108063,0.01997385168411258,2.5410581867003756,15.722711275162409
122,False,0.02437616072413232,0.9994058027883522,0.02258713048959967,1.8282119159018773,15.725048731825524
123,False,0.01795402780826806,0.9996776528854596,0.016634236415229597,0.4229116430505569,15.723065368521814
124,False,0.03711980580813787,0.9986221200167664,0.0343942322178206,-2.942019151256132,15.724475474229317
125,False,0.03903696275448274,0.998476115538906,0.03616992823290461,0.580760951805273,15.724175073377992
126,False,0.03936015456921657,0.9984507782322873,0.03647079449138381,-2.2232030235646776,15.724783430777128
