carrier_bin_shift,mean_expected_pilot_coherence,mean_expected_pilot_nmse
-4,0.0417921818705305,0.9982534135332342
-3,0.025075233878794533,0.9993712326437758
-2,0.0579940385920113,0.9966366914787004
-1,0.04578095039950492,0.9979041044925472
0,0.9999997867774062,4.2644512389487803e-07
1,0.04573092307997873,0.9979086825890828
2,0.05801419648336562,0.9966343529983909
3,0.025080577121409205,0.9993709646489459
4,0.04179749038869686,0.9982529697958595
