ofdm_block,expected_pilot,known_pilot_coherence,known_pilot_nmse_after_scalar_gain,best_scalar_gain_magnitude,best_scalar_gain_phase_rad,band_rms
81,False,0.046026706369153736,0.9978815423008082,0.020912210880323162,-1.830234616192328,7.710566645971285
82,False,0.03176476506822295,0.9989909997001604,0.014432308213229961,1.67941921217886,7.710568348670081
83,False,0.03773633854012736,0.9985759687535852,0.017145534426244294,0.12289942816525921,7.710588231217725
84,False,0.05153410271461518,0.9973442362573993,0.023414531713307415,1.5689963756394665,7.7105791841836115
85,False,0.04872048808363405,0.9976263140408921,0.022136211536396413,-2.5289192782299335,7.710595309454015
86,False,0.023051436150432116,0.9994686312914024,0.010473420548486552,0.25403443331725084,7.710575577563269
87,False,0.030505464469489985,0.9990694166375003,0.013860176325743013,1.0023125289025012,7.7105855010412805
88,False,0.020457301690820474,0.9995814988075297,0.009294774495749496,-1.0319314043303087,7.710574747198512
89,False,0.012039985676093887,0.9998550387449188,0.005470376863534646,2.0763640170817403,7.710588394200713
90,False,0.03522784640973418,0.9987589988373319,0.016005781905163746,-1.6388694483634523,7.710579948621701
91,False,0.04146215244287289,0.9982808899148042,0.018838346335684455,-1.2867621806456064,7.710582295691483
92,False,0.008426329853015405,0.9999289969652086,0.0038285060046397974,2.156408123193128,7.710581299094368
93,False,0.052583039870992096,0.9972350239179253,0.023891146806644545,-2.580764305955424,7.710588946739621
94,False,0.030435194985891773,0.9990736989061705,0.013828228239817648,2.866927499430641,7.710573733891681
